No,공원명,위도,경도,경도,지번주소,도로명주소
666,건천공원,34.764515,127.667533,,전라남도 여수시 학동 25-1,전라남도 여수시 학동6길 18-8
667,여선공원,34.767045,127.652921,,전라남도 여수시 선원동 143-1,전라남도 여수시 선원2길 34-9
668,도원공원,34.764424,127.651681,,전라남도 여수시 선원동 1325-2,전라남도 여수시 선원4길 38
669,용성공원,34.773836,127.653634,,전라남도 여수시 선원동 1306,전라남도 여수시 무선4길 17-2
671,여문공원,34.752261,127.702704,,전라남도 여수시 여서동 210,전라남도 여수시 여문문화길 45
672,허문공원,34.749747,127.694715,,전라남도 여수시 문수동 873,전라남도 여수시 허문정1길 51-2
673,텃골공원,34.752455,127.708836,,전라남도 여수시 여서동 247,전라남도 여수시 여서동3길 19-9
674,여명공원,34.750382,127.708896,,전라남도 여수시 여서동 404,전라남도 여수시 여서동6길 21-8
675,차동공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
676,시구들공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
677,하금공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
678,신송공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
679,서교공원,34.742351,127.724604,,전라남도 여수시 서교동 966-1,전라남도 여수시 서교7길 36-2
680,민들레공원,34.731309,127.729841,,전라남도 여수시 남산동 107-1,전라남도 여수시 대교로 94
681,삼거리공원,34.744311,127.746375,,전라남도 여수시 수정동 693-1,전라남도 여수시 오동도로 38
682,수정공원,34.742854,127.747824,,전라남도 여수시 수정동 525,전라남도 여수시 수정5길 32-1
683,조산들공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
684,관기공원,34.744131,127.624352,,전라남도 여수시 소라면 관기리 578,전라남도 여수시 소라면 꽃재길 36-23
685,종포해양공원,34.738181,127.744676,,전라남도 여수시 종화동 526-7,전라남도 여수시 이순신광장로 192
686,순교지공원,34.768493,127.695675,,전라남도 여수시 둔덕동 476-3,전라남도 여수시 쌍봉로 372
687,구름질공원,34.755238,127.637551,,전라남도 여수시 소라면 죽림리 129-2,전라남도 여수시 소라면 안심산길 60-30
688,오리박골공원,34.752221,127.625524,,전라남도 여수시 소라면 관기리 340,전라남도 여수시 소라면 화양로 1953
689,사랑댕이공원,34.748961,127.625501,,전라남도 여수시 소라면 관기리 436-1,전라남도 여수시 소라면 관기길 29
690,상관공원,34.749381,127.630867,,전라남도 여수시 소라면 관기리 262,전라남도 여수시 소라면 상관길 42-1
691,귀인쉼터공원,34.766763,127.708872,,전라남도 여수시 미평동 466,전라남도 여수시 미평2길 22-11
692,하관공원,34.751509,127.620592,,전라남도 여수시 소라면 관기리 산 12-9,전라남도 여수시 소라면 관기길 82-1
693,성본공원,34.744861,127.621746,,전라남도 여수시 소라면 관기리 983-10,전라남도 여수시 소라면 꽃재길 36-7
694,남산공원,34.731935,127.730017,,전라남도 여수시 남산동 산 11,전라남도 여수시 남산로 21-2
695,망마공원,34.760441,127.673812,,전라남도 여수시 신기동 73-8,전라남도 여수시 시전6길 16
696,이순신공원,34.744341,127.679723,,전라남도 여수시 웅천동 1865-1,전라남도 여수시 웅천남1로 99
697,안산공원,34.758922,127.659001,,전라남도 여수시 학동 산 9,전라남도 여수시 시청서4길 36
698,용기공원,34.759675,127.662005,,전라남도 여수시 학동 316,전라남도 여수시 시청서1길 18
699,두력공원,34.738034,127.672341,,전라남도 여수시 웅천동 산 268-1,
700,가덕공원,34.741017,127.657798,,전라남도 여수시 소호동 산 161,
701,주공공원,34.765323,127.676103,,전라남도 여수시 신기동 4,전라남도 여수시 쌍봉로 179
702,들몰공원,34.765144,127.679023,,전라남도 여수시 신기동 5,전라남도 여수시 쌍봉로 215
703,기전공원,34.763401,127.679249,,전라남도 여수시 신기동 7,전라남도 여수시 신기북7길 55
704,월하공원,34.756338,127.673157,,전라남도 여수시 신기동 132,전라남도 여수시 시전2길 19-10
705,신화공원,34.755803,127.667616,,전라남도 여수시 신기동 141,전라남도 여수시 선소로 72-28
706,안산공원,34.759361,127.656307,,전라남도 여수시 학동 114,전라남도 여수시 시청서2길 2
707,대초공원,34.884164,127.572005,,전라남도 여수시 율촌면 월산리 산 50-6,전라남도 여수시 율촌면 여순로 1022-40
708,민드래미공원,34.765846,127.689579,,전라남도 여수시 둔덕동 649,전라남도 여수시 쌍봉로 318-1
709,녹지원공원,34.766679,127.691027,,전라남도 여수시 둔덕동 657,전라남도 여수시 쌍봉로 316
710,가장공원,34.849293,127.556763,,전라남도 여수시 율촌면 가장리 2002-1,전라남도 여수시 율촌면 서부로 1474
711,동동공원,34.752671,127.656241,,전라남도 여수시 안산동 735,전라남도 여수시 장성3길 16
712,장성공원,34.755179,127.654279,,전라남도 여수시 안산동 717-6,전라남도 여수시 장성4길 20-2
713,선사유적공원,34.778642,127.646251,,전라남도 여수시 화장동 945-1,전라남도 여수시 대통1길 66
714,중흥공원,34.837036,127.693611,,전라남도 여수시 중흥동 1696-2,전라남도 여수시 진달래길 10
715,평여2공원(망향공원),34.810998,127.670953,,전라남도 여수시 평여동 988-1,전라남도 여수시 여수산단로 321
716,신촌공원,34.824488,127.687231,,전라남도 여수시 중흥동 1797,전라남도 여수시 중흥1로 54
717,삼일공원,34.827492,127.687594,,전라남도 여수시 중흥동 1796,전라남도 여수시 중흥3로 18
718,청소년문화공원,34.747125,127.684033,,전라남도 여수시 웅천동 1826,전라남도 여수시 황산1길 5-27
719,암골못공원,34.750019,127.686967,,전라남도 여수시 웅천동 1816-1,전라남도 여수시 황정길 15
720,웅천못공원,34.748294,127.689199,,전라남도 여수시 웅천동 1836,전라남도 여수시 회양가산길 47
721,해변공원,34.747139,127.667556,,,전라남도 여수시 웅천중앙로 8
722,자당공원,34.742042,127.684722,,전라남도 여수시 웅천동 1849,전라남도 여수시 신월로 195
723,죽림근린공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
724,상금천공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
725,오복공원,34.709529,127.722047,,전라남도 여수시 경호동 994,전라남도 여수시 대경도5길 24
726,대경도공원,34.707635,127.722798,,전라남도 여수시 경호동 999,전라남도 여수시 대경도5길 25-24
727,성산공원,34.774538,127.645884,,전라남도 여수시 화장동 949,전라남도 여수시 화산로 76-1
728,이순신장군공원,34.738802,127.736243,,전라남도 여수시 중앙동 385-6,전라남도 여수시 이순신광장로 93
729,부등공원,34.758787,127.656692,,전라남도 여수시 학동 219,전라남도 여수시 시청서3길 7-4
730,약수공원,34.766443,127.655366,,전라남도 여수시 선원동 150-20,전라남도 여수시 선원3길 6-21
731,연화공원,34.758792,127.660589,,전라남도 여수시 학동 210-1,전라남도 여수시 시청서4길 48-3
732,대통공원,34.776155,127.643663,,전라남도 여수시 화장동 851,전라남도 여수시 대통2길 63-6
733,효성공원,34.774437,127.639177,,전라남도 여수시 화장동 872-1,전라남도 여수시 대통2길 17-6
734,신풍공원,34.772256,127.640227,,전라남도 여수시 화장동 888-6,전라남도 여수시 성산6길 19-2
735,입덕공원,34.773197,127.642106,,전라남도 여수시 화장동 765-4,전라남도 여수시 성산6길 37-6
736,두암공원,34.769553,127.641811,,전라남도 여수시 화장동 894-78,전라남도 여수시 화산4길 45
737,원죽공원,34.756653,127.633799,,전라남도 여수시 소라면 죽림리 770-5,전라남도 여수시 소라면 원죽길 62-28
738,삼정공원,34.756327,127.637301,,전라남도 여수시 소라면 죽림리 168,전라남도 여수시 소라면 안심산길 60-26
739,산들공원,34.760296,127.639661,,전라남도 여수시 소라면 죽림리 1248,전라남도 여수시 소라면 죽림로 3
740,천수골공원,34.757338,127.628985,,전라남도 여수시 소라면 죽림리 751-30,전라남도 여수시 소라면 화양로 2004-1
741,적량공원,34.842412,127.719353,,전라남도 여수시 월내동 산 20,전라남도 여수시 진달래길 228
742,상하금공원,34.765307,127.631634,,전라남도 여수시 소라면 죽림리 산 13-7,전라남도 여수시 소라면 죽림중앙로 29-35
743,한려공원,34.741791,127.753686,,전라남도 여수시 수정동 782,전라남도 여수시 오동도로 116
744,엑스포공원,34.741791,127.753686,,전라남도 여수시 수정동 782,전라남도 여수시 오동도로 116
745,신항공원,34.741791,127.753686,,전라남도 여수시 수정동 782,전라남도 여수시 오동도로 116
746,웅천친수공원,34.747125,127.684033,,전라남도 여수시 웅천동 1826,전라남도 여수시 황산1길 5-27
747,경도3공원,34.704122,127.728321,,전라남도 여수시 경호동 1005,
748,내동공원,34.704122,127.728321,,전라남도 여수시 경호동 1005,
749,외동공원,34.704122,127.728321,,전라남도 여수시 경호동 1005,
750,꽃가람공원,34.753741,127.743609,,전라남도 여수시 덕충동 2076,전라남도 여수시 박람회길 56
751,하늘길공원,34.751094,127.740904,,전라남도 여수시 덕충동 2086,전라남도 여수시 덕충1길 19-14
752,늘품공원,34.752941,127.742549,,전라남도 여수시 덕충동 2039,전라남도 여수시 박람회길 46
753,초록아침공원,34.756211,127.746833,,전라남도 여수시 덕충동 2061,전라남도 여수시 외밭넘2길 16-1
754,손양원목사 유적공원,34.839231,127.633588,,전라남도 여수시 율촌면 신풍리 13-57,전라남도 여수시 율촌면 산돌길 108-35
755,율촌 조화공원,34.882473,127.579947,,전라남도 여수시 율촌면 조화리 58-21,전라남도 여수시 율촌면 당머리길 2
756,대포공원,34.817102,127.623068,,전라남도 여수시 소라면 대포리 15-2,전라남도 여수시 소라면 여순로 120
757,선원 뜨레공원,34.770831,127.655264,,전라남도 여수시 선원동 849-2,전라남도 여수시 무선로 111
758,만흥공원,34.770469,127.729741,,전라남도 여수시 만흥동 산 206-4,전라남도 여수시 만성로 318-29
759,미평공원,34.766156,127.705916,,전라남도 여수시 미평동 400-2,전라남도 여수시 미평남5길 15
760,오림터널공원,34.766466,127.723196,,전라남도 여수시 만흥동 산 190-5,
761,장도공원,34.889902,127.599811,,전라남도 여수시 율촌면 여동리 390,전라남도 여수시 율촌면 율촌산단2로 203-91
762,소공원,34.883499,127.694626,,전라남도 여수시 묘도동 산 150-7,
763,세종공원,34.755149,127.696008,,전라남도 여수시 문수동 459-5,전라남도 여수시 문수7길 3
764,원앙공원,34.756925,127.701997,,전라남도 여수시 문수동 310-2,전라남도 여수시 여문1로 89
765,흥화뒤뜰공원,34.751775,127.697391,,전라남도 여수시 문수동 675-2,전라남도 여수시 허문정1길 18
766,흥화공원,34.750929,127.698574,,전라남도 여수시 문수동 675-3,전라남도 여수시 허문정1길 9
767,현대공원,34.748136,127.695341,,전라남도 여수시 여서동 489-2,전라남도 여수시 여서로 118-6
768,대치공원,34.746547,127.698965,,전라남도 여수시 여서동 489-3,전라남도 여수시 대치3길 20
769,여서공원,34.747647,127.703865,,전라남도 여수시 여서동 496-2,전라남도 여수시 여서로 208
770,거북선공원,34.761328,127.666804,,전라남도 여수시 학동 162,전라남도 여수시 거북선공원2길 11
771,백초공원,34.724996,127.746959,,전라남도 여수시 돌산읍 우두리 1004-1,전라남도 여수시 돌산읍 강남4길 5-9
772,진두공원,34.722828,127.749277,,전라남도 여수시 돌산읍 우두리 1017,전라남도 여수시 돌산읍 강남6길 23-15
773,상포공원,34.720356,127.754561,,전라남도 여수시 돌산읍 우두리 1077,전라남도 여수시 돌산읍 강남3길 13-1
774,동백공원,34.717332,127.754061,,전라남도 여수시 돌산읍 우두리 1107,전라남도 여수시 돌산읍 강남3길 49-7
775,청솔공원,34.718251,127.756858,,전라남도 여수시 돌산읍 우두리 1133-2,전라남도 여수시 돌산읍 강남동로 46-18
776,진모공원,34.715264,127.757061,,전라남도 여수시 돌산읍 우두리 1131,전라남도 여수시 돌산읍 강남해안로 189
777,양지공원,34.771326,127.703318,,전라남도 여수시 미평동 723,전라남도 여수시 양지2길 16-4
778,둥둥재공원,34.754911,127.693117,,전라남도 여수시 문수동 453,전라남도 여수시 여문2로 73
779,코아루공원,34.753622,127.694861,,전라남도 여수시 문수동 473-1,전라남도 여수시 문수8길 14-1
780,심곡공원,34.758292,127.646462,,전라남도 여수시 안산동 459,전라남도 여수시 안산5길 25-5
781,고인돌공원,34.768967,127.704392,,전라남도 여수시 미평동 671,전라남도 여수시 미평3길 42
782,하금공원,34.761316,127.631161,,전라남도 여수시 소라면 죽림리 648-1,전라남도 여수시 소라면 원죽길 2
783,원죽림공원,34.755678,127.630437,,전라남도 여수시 소라면 죽림리 산 116,전라남도 여수시 소라면 화양로 2004-1
784,신송공원,34.758474,127.636759,,전라남도 여수시 소라면 죽림리 233,전라남도 여수시 소라면 원죽길 61-3
785,개나리공원,34.760158,127.636874,,전라남도 여수시 소라면 죽림리 257,전라남도 여수시 소라면 도원로 46
786,고사리공원,34.758433,127.630531,,전라남도 여수시 소라면 죽림리 743-1,전라남도 여수시 소라면 원죽길 14-5
787,강산골공원,34.758372,127.633286,,전라남도 여수시 소라면 죽림리 696,전라남도 여수시 소라면 원죽길 38
788,약수공원,34.766443,127.655366,,전라남도 여수시 선원동 150-20,전라남도 여수시 선원3길 6-21
789,연화공원,34.758792,127.660589,,전라남도 여수시 학동 210-1,전라남도 여수시 시청서4길 48-3
790,대통공원,34.776155,127.643663,,전라남도 여수시 화장동 851,전라남도 여수시 대통2길 63-6
791,효성공원,34.774437,127.639177,,전라남도 여수시 화장동 872-1,전라남도 여수시 대통2길 17-6
792,신풍공원,34.772256,127.640227,,전라남도 여수시 화장동 888-6,전라남도 여수시 성산6길 19-2
793,입덕공원,34.773197,127.642106,,전라남도 여수시 화장동 765-4,전라남도 여수시 성산6길 37-6
794,두암공원,34.769553,127.641811,,전라남도 여수시 화장동 894-78,전라남도 여수시 화산4길 45
795,늘품공원,34.752941,127.742549,,전라남도 여수시 덕충동 2039,전라남도 여수시 박람회길 46
796,초록아침공원,34.756211,127.746833,,전라남도 여수시 덕충동 2061,전라남도 여수시 외밭넘2길 16-1
797,손양원목사 유적공원,34.839231,127.633588,,전라남도 여수시 율촌면 신풍리 13-57,전라남도 여수시 율촌면 산돌길 108-35
798,율촌 조화공원,34.882473,127.579947,,전라남도 여수시 율촌면 조화리 58-21,전라남도 여수시 율촌면 당머리길 2
799,대포공원,34.817102,127.623068,,전라남도 여수시 소라면 대포리 15-2,전라남도 여수시 소라면 여순로 120
800,선원 뜨레공원,34.770831,127.655264,,전라남도 여수시 선원동 849-2,전라남도 여수시 무선로 111
801,만흥공원,34.770469,127.729741,,전라남도 여수시 만흥동 산 206-4,전라남도 여수시 만성로 318-29
802,미평공원,34.766156,127.705916,,전라남도 여수시 미평동 400-2,전라남도 여수시 미평남5길 15
803,오림터널공원,34.766466,127.723196,,전라남도 여수시 만흥동 산 190-5,
804,장도공원,34.889902,127.599811,,전라남도 여수시 율촌면 여동리 390,전라남도 여수시 율촌면 율촌산단2로 203-91
805,소공원,34.883499,127.694626,,전라남도 여수시 묘도동 산 150-7,
806,이순신장군공원,34.738802,127.736243,,전라남도 여수시 중앙동 385-6,전라남도 여수시 이순신광장로 93
807,부등공원,34.758787,127.656692,,전라남도 여수시 학동 219,전라남도 여수시 시청서3길 7-4
808,하늘길공원,34.751094,127.740904,,전라남도 여수시 덕충동 2086,전라남도 여수시 덕충1길 19-14
809,매화,37.60011962,127.0207412,,서울특별시 성북구 돈암동 45-4,서울특별시 성북구 북악산로15길 42
810,한려공원,34.741791,127.753686,,전라남도 여수시 수정동 782,전라남도 여수시 오동도로 116
811,엑스포공원,34.741791,127.753686,,전라남도 여수시 수정동 782,전라남도 여수시 오동도로 116
812,신항공원,34.741791,127.753686,,전라남도 여수시 수정동 782,전라남도 여수시 오동도로 116
813,웅천친수공원,34.747125,127.684033,,전라남도 여수시 웅천동 1826,전라남도 여수시 황산1길 5-27
814,경도3공원,34.704122,127.728321,,전라남도 여수시 경호동 1005,
815,내동공원,34.704122,127.728321,,전라남도 여수시 경호동 1005,
816,외동공원,34.704122,127.728321,,전라남도 여수시 경호동 1005,
817,꽃가람공원,34.753741,127.743609,,전라남도 여수시 덕충동 2076,전라남도 여수시 박람회길 56
818,백초공원,34.724996,127.746959,,전라남도 여수시 돌산읍 우두리 1004-1,전라남도 여수시 돌산읍 강남4길 5-9
819,진두공원,34.722828,127.749277,,전라남도 여수시 돌산읍 우두리 1017,전라남도 여수시 돌산읍 강남6길 23-15
820,상포공원,34.720356,127.754561,,전라남도 여수시 돌산읍 우두리 1077,전라남도 여수시 돌산읍 강남3길 13-1
821,동백공원,34.717332,127.754061,,전라남도 여수시 돌산읍 우두리 1107,전라남도 여수시 돌산읍 강남3길 49-7
822,청솔공원,34.718251,127.756858,,전라남도 여수시 돌산읍 우두리 1133-2,전라남도 여수시 돌산읍 강남동로 46-18
823,진모공원,34.715264,127.757061,,전라남도 여수시 돌산읍 우두리 1131,전라남도 여수시 돌산읍 강남해안로 189
824,양지공원,34.771326,127.703318,,전라남도 여수시 미평동 723,전라남도 여수시 양지2길 16-4
825,둥둥재공원,34.754911,127.693117,,전라남도 여수시 문수동 453,전라남도 여수시 여문2로 73
826,코아루공원,34.753622,127.694861,,전라남도 여수시 문수동 473-1,전라남도 여수시 문수8길 14-1
827,심곡공원,34.758292,127.646462,,전라남도 여수시 안산동 459,전라남도 여수시 안산5길 25-5
828,고인돌공원,34.768967,127.704392,,전라남도 여수시 미평동 671,전라남도 여수시 미평3길 42
829,하금공원,34.761316,127.631161,,전라남도 여수시 소라면 죽림리 648-1,전라남도 여수시 소라면 원죽길 2
830,원죽림공원,34.755678,127.630437,,전라남도 여수시 소라면 죽림리 산 116,전라남도 여수시 소라면 화양로 2004-1
831,신송공원,34.758474,127.636759,,전라남도 여수시 소라면 죽림리 233,전라남도 여수시 소라면 원죽길 61-3
832,개나리공원,34.760158,127.636874,,전라남도 여수시 소라면 죽림리 257,전라남도 여수시 소라면 도원로 46
833,고사리공원,34.758433,127.630531,,전라남도 여수시 소라면 죽림리 743-1,전라남도 여수시 소라면 원죽길 14-5
834,강산골공원,34.758372,127.633286,,전라남도 여수시 소라면 죽림리 696,전라남도 여수시 소라면 원죽길 38
835,원죽공원,34.756653,127.633799,,전라남도 여수시 소라면 죽림리 770-5,전라남도 여수시 소라면 원죽길 62-28
836,삼정공원,34.756327,127.637301,,전라남도 여수시 소라면 죽림리 168,전라남도 여수시 소라면 안심산길 60-26
837,산들공원,34.760296,127.639661,,전라남도 여수시 소라면 죽림리 1248,전라남도 여수시 소라면 죽림로 3
838,천수골공원,34.757338,127.628985,,전라남도 여수시 소라면 죽림리 751-30,전라남도 여수시 소라면 화양로 2004-1
839,적량공원,34.842412,127.719353,,전라남도 여수시 월내동 산 20,전라남도 여수시 진달래길 228
840,상하금공원,34.765307,127.631634,,전라남도 여수시 소라면 죽림리 산 13-7,전라남도 여수시 소라면 죽림중앙로 29-35
841,거북선공원,34.761328,127.666804,,전라남도 여수시 학동 162,전라남도 여수시 거북선공원2길 11
842,제일공원,34.732555,127.716041,,전라남도 여수시 국동 193-481,전라남도 여수시 국동6길 7
843,행복공원,34.733913,127.714443,,전라남도 여수시 국동 193-133,전라남도 여수시 국동15길 8-16
844,녹색공원,34.7338711,127.715514,,전라남도 여수시 국동 193-311,전라남도 여수시 국동10길 7
845,국화공원,34.734385,127.717231,,전라남도 여수시 국동 193-413,전라남도 여수시 국동7길 45
846,구봉공원,34.735713,127.716029,,전라남도 여수시 국동 193-20,전라남도 여수시 국동13길 85
847,들꽃공원,34.756705,127.717636,,전라남도 여수시 오림동 412,전라남도 여수시 좌수영로 249
848,왕심천공원,34.770061,127.697447,,전라남도 여수시 둔덕동 439-2,전라남도 여수시 둔덕7길 36-5
849,석교공원,34.768968,127.699928,,전라남도 여수시 둔덕동 496-1,전라남도 여수시 둔덕4길 9
850,호암공원,34.765458,127.705559,,전라남도 여수시 미평동 578-4,전라남도 여수시 미평남5길 20
851,고락공원,34.764384,127.703786,,전라남도 여수시 미평동 576-4,전라남도 여수시 미평남4길 9
852,소정공원,34.762249,127.706229,,전라남도 여수시 미평동 596,전라남도 여수시 미평남1길 8-7
853,사벽공원,34.765202,127.667957,,전라남도 여수시 학동 18-22,전라남도 여수시 학동8길 14-17
854,건천공원,34.764515,127.667533,,전라남도 여수시 학동 25-1,전라남도 여수시 학동6길 18-8
855,여선공원,34.767045,127.652921,,전라남도 여수시 선원동 143-1,전라남도 여수시 선원2길 34-9
856,도원공원,34.764424,127.651681,,전라남도 여수시 선원동 1325-2,전라남도 여수시 선원4길 38
857,용성공원,34.773836,127.653634,,전라남도 여수시 선원동 1306,전라남도 여수시 무선4길 17-2
859,여문공원,34.752261,127.702704,,전라남도 여수시 여서동 210,전라남도 여수시 여문문화길 45
860,허문공원,34.749747,127.694715,,전라남도 여수시 문수동 873,전라남도 여수시 허문정1길 51-2
861,텃골공원,34.752455,127.708836,,전라남도 여수시 여서동 247,전라남도 여수시 여서동3길 19-9
862,여명공원,34.750382,127.708896,,전라남도 여수시 여서동 404,전라남도 여수시 여서동6길 21-8
863,세종공원,34.755149,127.696008,,전라남도 여수시 문수동 459-5,전라남도 여수시 문수7길 3
864,원앙공원,34.756925,127.701997,,전라남도 여수시 문수동 310-2,전라남도 여수시 여문1로 89
865,흥화뒤뜰공원,34.751775,127.697391,,전라남도 여수시 문수동 675-2,전라남도 여수시 허문정1길 18
866,흥화공원,34.750929,127.698574,,전라남도 여수시 문수동 675-3,전라남도 여수시 허문정1길 9
867,현대공원,34.748136,127.695341,,전라남도 여수시 여서동 489-2,전라남도 여수시 여서로 118-6
868,대치공원,34.746547,127.698965,,전라남도 여수시 여서동 489-3,전라남도 여수시 대치3길 20
869,여서공원,34.747647,127.703865,,전라남도 여수시 여서동 496-2,전라남도 여수시 여서로 208
870,수정공원,34.742854,127.747824,,전라남도 여수시 수정동 525,전라남도 여수시 수정5길 32-1
871,조산들공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
872,관기공원,34.744131,127.624352,,전라남도 여수시 소라면 관기리 578,전라남도 여수시 소라면 꽃재길 36-23
873,종포해양공원,34.738181,127.744676,,전라남도 여수시 종화동 526-7,전라남도 여수시 이순신광장로 192
874,순교지공원,34.768493,127.695675,,전라남도 여수시 둔덕동 476-3,전라남도 여수시 쌍봉로 372
875,구름질공원,34.755238,127.637551,,전라남도 여수시 소라면 죽림리 129-2,전라남도 여수시 소라면 안심산길 60-30
876,오리박골공원,34.752221,127.625524,,전라남도 여수시 소라면 관기리 340,전라남도 여수시 소라면 화양로 1953
877,사랑댕이공원,34.748961,127.625501,,전라남도 여수시 소라면 관기리 436-1,전라남도 여수시 소라면 관기길 29
878,상관공원,34.749381,127.630867,,전라남도 여수시 소라면 관기리 262,전라남도 여수시 소라면 상관길 42-1
879,귀인쉼터공원,34.766763,127.708872,,전라남도 여수시 미평동 466,전라남도 여수시 미평2길 22-11
880,하관공원,34.751509,127.620592,,전라남도 여수시 소라면 관기리 산 12-9,전라남도 여수시 소라면 관기길 82-1
881,성본공원,34.744861,127.621746,,전라남도 여수시 소라면 관기리 983-10,전라남도 여수시 소라면 꽃재길 36-7
882,남산공원,34.731935,127.730017,,전라남도 여수시 남산동 산 11,전라남도 여수시 남산로 21-2
883,망마공원,34.760441,127.673812,,전라남도 여수시 신기동 73-8,전라남도 여수시 시전6길 16
884,이순신공원,34.744341,127.679723,,전라남도 여수시 웅천동 1865-1,전라남도 여수시 웅천남1로 99
885,안산공원,34.758922,127.659001,,전라남도 여수시 학동 산 9,전라남도 여수시 시청서4길 36
886,용기공원,34.759675,127.662005,,전라남도 여수시 학동 316,전라남도 여수시 시청서1길 18
887,두력공원,34.738034,127.672341,,전라남도 여수시 웅천동 산 268-1,
888,가덕공원,34.741017,127.657798,,전라남도 여수시 소호동 산 161,
889,장도공원,34.743878,127.664376,,전라남도 여수시 웅천동 1902,전라남도 여수시 예울마루로 83-57
890,무선산공원,34.7805406,127.6424957,,전라남도 여수시 화장동 333-5,전라남도 여수시 조은길 79
891,선원공원,34.773771,127.651066,,전라남도 여수시 선원동 1240-1,전라남도 여수시 무선7길 31-5
892,화산공원,34.770757,127.643487,,전라남도 여수시 화장동 815-7,전라남도 여수시 화산4길 85-11
893,화장공원,34.772651,127.647584,,전라남도 여수시 화장동 735,전라남도 여수시 화산1길 20-4
894,연등공원,34.754711,127.727615,,전라남도 여수시 연등동 729-5,전라남도 여수시 연등6길 34
895,신화공원,34.755803,127.667616,,전라남도 여수시 신기동 141,전라남도 여수시 선소로 72-28
896,안산공원,34.759361,127.656307,,전라남도 여수시 학동 114,전라남도 여수시 시청서2길 2
897,대초공원,34.884164,127.572005,,전라남도 여수시 율촌면 월산리 산 50-6,전라남도 여수시 율촌면 여순로 1022-40
898,민드래미공원,34.765846,127.689579,,전라남도 여수시 둔덕동 649,전라남도 여수시 쌍봉로 318-1
899,녹지원공원,34.766679,127.691027,,전라남도 여수시 둔덕동 657,전라남도 여수시 쌍봉로 316
900,가장공원,34.849293,127.556763,,전라남도 여수시 율촌면 가장리 2002-1,전라남도 여수시 율촌면 서부로 1474
901,동동공원,34.752671,127.656241,,전라남도 여수시 안산동 735,전라남도 여수시 장성3길 16
902,장성공원,34.755179,127.654279,,전라남도 여수시 안산동 717-6,전라남도 여수시 장성4길 20-2
903,선사유적공원,34.778642,127.646251,,전라남도 여수시 화장동 945-1,전라남도 여수시 대통1길 66
904,중흥공원,34.837036,127.693611,,전라남도 여수시 중흥동 1696-2,전라남도 여수시 진달래길 10
905,평여2공원(망향공원),34.810998,127.670953,,전라남도 여수시 평여동 988-1,전라남도 여수시 여수산단로 321
906,신촌공원,34.824488,127.687231,,전라남도 여수시 중흥동 1797,전라남도 여수시 중흥1로 54
907,삼일공원,34.827492,127.687594,,전라남도 여수시 중흥동 1796,전라남도 여수시 중흥3로 18
908,청소년문화공원,34.747125,127.684033,,전라남도 여수시 웅천동 1826,전라남도 여수시 황산1길 5-27
909,암골못공원,34.750019,127.686967,,전라남도 여수시 웅천동 1816-1,전라남도 여수시 황정길 15
910,웅천못공원,34.748294,127.689199,,전라남도 여수시 웅천동 1836,전라남도 여수시 회양가산길 47
911,해변공원,34.747139,127.667556,,,전라남도 여수시 웅천중앙로 8
912,자당공원,34.742042,127.684722,,전라남도 여수시 웅천동 1849,전라남도 여수시 신월로 195
913,죽림근린공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
914,상금천공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
915,차동공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
916,시구들공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
917,하금공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
918,신송공원,34.761199,127.633354,,전라남도 여수시 소라면 죽림리 1245,전라남도 여수시 소라면 덕양로 18
919,서교공원,34.742351,127.724604,,전라남도 여수시 서교동 966-1,전라남도 여수시 서교7길 36-2
920,민들레공원,34.731309,127.729841,,전라남도 여수시 남산동 107-1,전라남도 여수시 대교로 94
921,삼거리공원,34.744311,127.746375,,전라남도 여수시 수정동 693-1,전라남도 여수시 오동도로 38
922,오복공원,34.709529,127.722047,,전라남도 여수시 경호동 994,전라남도 여수시 대경도5길 24
923,대경도공원,34.707635,127.722798,,전라남도 여수시 경호동 999,전라남도 여수시 대경도5길 25-24
