시도,시군구,사고건수,사망자수,중상자수,경상자수,부상신고자수
경기,가평군,78,4,33,77,8
경기,양평군,129,4,49,126,19
경기,이천시,123,3,40,147,10
경기,용인시,411,5,128,428,93
경기,안성시,121,4,38,134,25
경기,김포시,209,4,71,247,15
경기,동두천시,71,1,25,57,4
경기,과천시,32,0,8,33,3
경기,군포시,71,0,25,66,11
경기,남양주시,307,7,101,349,39
경기,오산시,97,0,26,109,12
경기,의왕시,55,1,13,53,12
경기,하남시,140,2,41,135,20
강원,춘천시,249,4,69,306,9
강원,원주시,291,6,86,350,23
강원,동해시,55,0,17,66,0
강원,강릉시,148,2,48,175,2
강원,속초시,63,4,19,65,1
강원,태백시,35,0,15,38,2
강원,삼척시,86,2,43,76,3
강원,홍천군,63,6,27,55,2
강원,횡성군,37,1,22,33,1
강원,영월군,27,1,7,16,18
강원,평창군,36,3,22,40,0
강원,정선군,20,2,14,22,2
강원,철원군,35,2,10,35,0
강원,화천군,11,1,3,14,0
강원,양구군,13,1,10,9,1
강원,인제군,21,2,17,14,0
강원,고성군,25,0,10,31,3
강원,양양군,45,4,19,49,1
충북,청주시,625,10,224,678,36
충북,충주시,254,4,99,330,23
충북,제천시,163,2,66,185,12
충북,보은군,45,10,24,35,3
충북,옥천군,58,2,31,53,6
충북,영동군,56,2,43,53,2
충북,진천군,66,2,29,74,3
충북,괴산군,53,4,34,47,2
충북,음성군,95,3,53,83,1
충북,단양군,37,2,20,36,14
충북,증평군,31,0,10,39,2
충남,천안시,296,5,90,348,19
충남,아산시,107,6,42,86,7
충남,보령시,101,4,51,84,1
충남,공주시,101,2,34,110,12
충남,서산시,126,9,70,78,16
충남,금산군,29,2,9,31,0
충남,태안군,89,10,50,81,14
충남,논산시,87,11,40,69,5
충남,부여군,55,6,41,31,2
충남,서천군,97,6,41,82,10
충남,청양군,53,7,22,35,0
충남,홍성군,68,4,29,58,0
충남,예산군,104,7,36,94,3
충남,당진시,124,7,58,137,5
충남,계룡시,8,0,2,9,0
전북,전주시,318,8,107,359,4
전북,군산시,222,8,60,269,7
전북,정읍시,146,7,68,136,0
전북,남원시,85,1,56,79,0
전북,김제시,89,6,41,98,0
전북,완주군,44,6,21,39,1
전북,진안군,23,3,20,25,1
전북,무주군,19,2,21,32,3
전북,장수군,13,3,6,6,0
전북,임실군,29,1,18,30,0
전북,순창군,42,5,10,30,10
전북,고창군,46,5,26,37,2
전북,부안군,92,9,42,100,2
전북,익산시,242,5,67,280,7
전남,목포시,289,1,66,371,7
전남,여수시,234,7,68,264,9
전남,순천시,215,6,68,267,11
전남,나주시,127,6,50,138,3
전남,광양시,97,7,41,100,5
전남,담양군,78,5,34,85,1
전남,곡성군,50,4,20,46,4
전남,구례군,54,3,27,55,6
전남,고흥군,107,6,56,98,5
전남,보성군,90,11,44,83,5
전남,화순군,74,4,29,92,14
전남,장흥군,83,5,46,68,2
전남,강진군,94,1,42,93,19
전남,해남군,120,9,42,133,4
전남,영암군,102,3,37,116,2
전남,무안군,71,3,31,74,0
전남,함평군,61,0,16,69,15
전남,영광군,71,5,27,67,8
전남,장성군,55,1,26,52,5
전남,완도군,45,2,27,38,0
전남,진도군,62,5,33,68,2
전남,신안군,47,0,19,75,4
경북,포항시,448,9,142,489,36
경북,경주시,361,8,188,372,31
경북,김천시,155,6,70,134,1
경북,안동시,219,7,84,195,15
경북,구미시,188,5,61,165,27
경북,영주시,121,3,56,80,21
경북,영천시,174,8,61,214,8
경북,문경시,103,3,42,90,5
경북,상주시,166,6,77,144,1
경북,군위군,35,5,24,24,0
경북,의성군,85,6,53,55,0
경북,청송군,24,4,14,18,1
경북,영양군,18,2,12,20,0
경북,영덕군,60,4,26,55,6
경북,청도군,65,5,23,62,3
경북,고령군,35,3,12,27,3
경북,성주군,59,4,24,49,0
경북,칠곡군,123,4,64,106,23
경북,예천군,59,4,45,27,0
경북,봉화군,46,1,21,36,13
경북,울진군,46,0,32,37,1
경북,울릉군,6,0,1,5,1
경북,경산시,165,5,53,139,9
경남,진주시,132,10,77,73,7
경남,통영시,101,0,37,111,15
경남,김해시,251,2,124,241,15
경남,밀양시,110,6,49,77,5
경남,거제시,96,1,52,84,3
경남,의령군,39,1,25,33,3
경남,함안군,60,5,22,51,2
경남,창녕군,88,2,57,69,10
경남,양산시,144,2,49,144,15
경남,고성군,49,2,22,46,1
경남,사천시,114,4,49,90,19
경남,남해군,57,3,32,23,22
경남,하동군,38,3,18,24,4
경남,산청군,43,0,26,37,8
경남,함양군,58,2,39,34,9
경남,거창군,60,4,25,55,5
경남,합천군,48,6,24,35,0
경남,창원시(통합),432,8,161,424,37
제주,제주시,378,10,94,359,63
제주,서귀포시,219,8,92,192,37
대구,중구,146,4,41,131,37
대구,동구,329,5,113,371,33
대구,서구,221,2,60,226,40
대구,남구,153,2,37,147,23
대구,북구,345,4,104,338,42
대구,수성구,324,2,97,370,30
대구,달서구,450,1,98,513,63
대구,달성군,131,2,40,149,18
인천,중구,73,1,27,83,4
인천,동구,20,0,4,22,4
인천,미추홀구,142,4,36,132,16
인천,부평구,146,2,34,147,3
인천,남동구,240,3,58,266,9
인천,서구,171,4,46,175,12
인천,연수구,54,0,23,57,1
인천,계양구,114,3,31,98,10
인천,강화군,46,3,18,45,1
인천,옹진군,6,1,7,2,4
광주,동구,113,0,30,122,5
광주,서구,242,0,43,334,9
광주,북구,307,3,58,404,15
광주,광산구,195,1,42,265,15
광주,남구,141,1,26,171,10
대전,동구,261,3,52,323,4
대전,중구,226,3,61,267,17
대전,서구,343,2,80,396,25
대전,유성구,230,3,53,272,29
대전,대덕구,109,2,29,111,5
울산,중구,104,0,37,107,11
울산,남구,164,2,64,148,16
울산,동구,80,0,30,70,4
울산,북구,55,2,29,59,10
울산,울주군,118,10,42,104,10
세종,세종시,113,4,51,119,1
